cocoAnnID,cocoImgID,objectHuman,objectUID,vps
215913,68093,person,person,race against;drive with;drive off with;hang out with;assemble of;attack before;aim at;admire for;arrest in;smile at;admire;talk to;talk to;hug;photograph;teach;applaud;encourage;build up;bike with;ask for;catch up without;hang out around;laugh about
38035,23230,bird,bird,admire;photograph;call out to;arrange by;ask out;ascend for;arch behind;ail behind;call out to;lean over towards;sit down by;admire about;bake with;ask about;barbecue with;arch;sweep out;sprint down;feed to;shout at;admire over
1103352,22371,laptop,laptop,fold up;examine;unplug;arrest before;adjust down;adjust for;adjust before;apply before;type on;turn on;turn off;dust off;work with;adjust;admire;smash;wipe off;examine;write with;communicate with;adjust;unlock;wipe off;type on;adjust around;clean off;wipe off;socialize through
218394,68093,person,person,bike with;board with;smile at;talk to;carry;dance with;arrange about;adjust about;adjust about;apply onto;bandage like;call out;wheel over to;race against;jog over to;photograph with;hang out with;drive off with;commute with;attack over;ask for;applaud behind;dance without;jog over to
1136803,376310,sink,sink,wash;wash off in;clean up in;turn on;clean around;bathe in;wash off in;assemble for;adjust as;adjust about;bake to;baptize out;wash with;water with;drink from;spit in;sit in;break;examine;rinse;clean up;wipe off;clean around;adjust behind;cough up in;floss by
100419,163682,chair,chair,arrange onto;attach in;arch for;arrange down;arrange without;sit down on;hunch over in;sit on;give up;hang out in;adjust;sit in;sell;work without;frown about;fall towards;gamble for;sit down on;sit in;walk over to;arch at;applaud by;apply at;arch from;assemble behind
425247,78404,person,person,pray for;sharpen out;communicate with;push to;spray to;hit on;block at;attach down;admire by;arrest behind;ask before;adjust behind;carry off;pick up behind;frown on;clean around;discuss with;tackle;talk to;attack;flip off;talk behind;sit with;sing with
271713,23230,bird,bird,feed;call out to;row out to;balloon up in;attack for;attack from;arrest as;adjust behind;laugh at;float over to;swim around;splash on;sing about;admire;photograph;feed;call out to;admire over;aim for;call out to;discuss about;film towards;pick up;lean over;race;caress
555025,78404,person,person,attack off;ask off;bathe on;balloon out out;attack of;cling to;snuggle up with;whistle at;break up with;congregate with;help for;push at;make in;attack on;draw out;snuggle towards;nuzzle towards;speak towards;talk to;confront;call out;ask about;sit down with;admire about;yawn at;work out with
151246,363875,motorcycle,motorcycle,admire down;ask about;examine around;wait by;walk after;balloon for;balloon through;attack as;arch by;apprehend after;race with;turn on;collide with;bike with;drive with;unload from;clean out;ask about;check out behind;empty out;call out to;ask about;applaud for;shout at;apprehend;wash off;drive off with;sit on;sit down on;sit on;operate with;apprehend like;balloon up towards;bandage up onto;apprehend down;arrange by;hunch over;crouch over;whisk off on
1136844,376310,sink,sink,adjust;check around;ignore;tilt over;ascend after;ail into;arrest from;arrest like;ascend of;turn on;turn off;wash in;clean;wash up at;lather up at;clean;clean up at;congregate at;assemble in;apply at;attach on;arrange around;clean off;check out;drench;moisturize on
1730251,78404,person,person,hit to;push on;assemble off;ask on;arch behind;applaud as;apprehend for;arrange behind;ascend for;beg for;arrest to;chase at;applaud;admire;arrest;attack;brush off;talk to;walk up to;walk over to;sit by;sit down by;admire;ignore;sit by;ask about;cheer up
423941,321214,person,person,call for;clean up after;help out;rinse off;sit down with;assemble like;aim around;adjust for;assemble at;adjust towards;help;talk to;talk about;help;giggle at;lean down towards;smile at;clean up;smile at;laugh at;pick up;admire;applaud;carry;discuss;baptize
189840,363875,person,person,ascend for;apprehend as;arch from;apprehend against;adjust about;race;wave at;smile at;call out to;whistle at;talk to;walk towards;help;cheer up;sit down by;ask about;bike behind;drive around;signal to;wave at;walk over;wave to;ask about;walk over to;ask about;clean up for;brush off;chase;help;build by;aim around;complain against;bother about;drive over;ignite against;drive into;crash into;skate after;chase after
1835149,78404,handbag,handbag,admire;carry;check out;scoop up;pick up;lift up;guard;unpack;aim against;admire behind;admire before;adjust at;applaud against;run towards;beg for;ask about;cover over;fetch through;apprehend;carry;fasten;ask for;browse through;storm off with;throw around;jump over
2133633,376310,toilet,toilet,poop in;ask for;laugh about;call out from;throw up over;assemble off;adjust on;assemble before;bake on;bet without;clean;sit on;urinate in;urinate in;wipe off;fill up;crawl towards;clean around;dry off;sit on;ask about;aim into;clean off;urinate into
438525,284743,person,person,attach into;arrest after;apply at;arrest down;attack without;hang out with;socialize with;laugh with;gather with;photograph;smile at;photograph behind;discuss with;socialize without;talk to;walk over to;applaud;speak to;socialize with;hang out with;dance with;confront;talk to;hit;photograph;hug;walk around
2049615,363875,bus,bus,cling onto;sit down on;sleep on;videotape about;call out after;call out towards;film to;chew out;attack into;adjust down;apply before;apply as;arch by;admire;ask about;photograph;work on;sit down on;aim at;aim behind;aim before;aim by;adjust behind;drive around;pay for;walk around
2149574,284743,person,person,smile at;laugh at;stand for;grin for;hit at;admire;talk to;wave at;apply by;apply by;admire as;apprehend as;arch from;dive down on;attack for;aim at;branch off from;catch up to;ask;help;wave off;ignore;attack at;photograph towards
1084917,321214,cake,cake,eat;mash up;squeeze;stand on;bite into;carry in;decorate on;balloon off;arrest at;apply against;apprehend at;ail in;attack into;jump onto;scoop up through;slice off down;storm off with;eat;bake;sell;buy;ask about;eat on;chew at;drool over;speak of
1106399,108026,mouse,mouse,aim down;arrange after;admire at;ask before;arch by;arrange;pick up;push;pull;bake of;buy to;ail to;block at;ask for;write with;surf without;clean up around;clean behind;adjust;operate;tap;work with;slide over;assemble;pick up
2150096,284743,person,person,apprehend;slap;ignore;block;ask about;attack on;bounce around;block from;brawl against;arrest like;arrange by;apply by;aim about;duck from;pitch to;throw to;talk to;gasp at;laugh at;call out to;arrest;apprehend;ask;balloon up at;beg with
2121063,321214,chair,chair,pick up;clean;wipe off;pull out;attach in;ask around;aim before;applaud by;admire of;sit in;carry off;clean off;sit on;stand by;sit down on;sit in;walk around;pull out;clean around;fall off;pull up;break;flip
32067,492905,tv,tv,tune out;unplug;repair;ask down;applaud after;adjust as;adjust as;admire around;check out on;call to;apply into;carry on;curl up towards;admire at;lift up behind;check out;hunch over;sit down at;ask for;catch up on;celebrate about;dust off by;frown without
2150120,284743,person,person,talk to;walk by;laugh with;ask about;dance with;arch behind;adjust as;ail at;applaud at;aim down;call out;exercise with;applaud with;stand around;wave to;ask about;talk to;discuss with;tap on;call about;smile at;knock out;applaud at;bike towards;bathe off;arch before;arrange without;attach like;block;calm down;confront;crouch down around;restrain;block against;pull down;push down
449498,255483,person,person,clean up after;work with;help out;applaud to;autograph without;balloon through;apply down;assemble out;discuss with;encourage;hang out with;arch from;ask from;ail behind;apprehend from;arch after;admire;applaud;ask;call;admire;celebrate with;complain of;say with;call
324057,497344,cell phone,cell_phone,ask at;adjust around;arch before;applaud for;assemble on;lean in to;apprehend;destroy;fling behind;talk from;call from;examine;adjust;drop;hang up;call out on;call out;carry around;throw;lock;ask about;beg for;call from;work out without;teach over
1987332,255483,book,book,read;throw out;assemble;read;work from;tear up;discuss about;attack for;balloon in;arrest on;ascend around;ascend behind;read;assemble;pack up;admire;study;read;clip;fold up;read;write in;open;complain about;pick up
1117367,492905,keyboard,keyboard,ask in;bike down to;assemble for;ail down;ask like;type with;turn on;adjust;wipe down;hunch over;type on;check out;push onto;spill onto;ask about;brush off;carry off;clean off;fall on;type with;write with;sit down by;press on;type with;communicate through;work on;dust off
516513,497344,person,person,talk to;call;bathe;pray for;sing to;hug with;crouch down to;laugh with;wipe off;talk to;beg onto;attack over;ask as;apply by;ascend on;celebrate with;giggle with;snuggle up with;photograph;smile at;giggle at;talk to;pick up;carry;bathe;talk to;talk about;smile at;laugh about;cry over;sit down behind;lean in towards;crouch down before;kneel down around;snuggle up against;sit down with;hug against;eat with
592831,545129,zebra,zebra,admire over;ask about;check out;attach before;arrest after;adjust about;adjust about;adjust about;brush down;admire at;call to;caress over;feed to;lead;hunch down to;smile at;admire;photograph;release;feed;giggle at;aim for;cart off;flip over;cart off;land on
315201,415741,bed,bed,arrest on;admire before;aim against;ask about;balloon to;adjust;bounce on;cover;flip over;adjust on;break down;brush off;carry out;bounce on;jump up onto;arrange around;hunch over against;kneel down behind;sit down on;climb into;jump on;bounce on;pat;lean on;cart off;dance on;walk over;pin down
593943,545129,zebra,zebra,feed;examine;brush;check out;walk over to;admire;steer around;lock up;ask about;ask into;apprehend after;arrest at;apply at;arch at;laugh at;chase after;ascend onto;catch up to;climb up over;stoop down by;brush;pat;rub;wash;walk over to;walk up to
2150477,284743,person,person,hit on;applaud at;smile at;talk with;ask about;balloon out with;bake like;attack like;attach in;attach without;talk to;apprehend;call out to;distract;ask after;talk to;dance with;wink at;open up to;aim for;hit at;brawl with;race towards;call out to;punch;compete with;butter up
49461,469067,cat,cat,brush off;kick out;snuggle with;nuzzle with;call out to;communicate with;snuggle up with;arrest towards;autograph over;bandage off;beg to;bandage up to;admire after;brush off from;chase after;cling to;admire about;apprehend on;ask for;brush on;buy towards;admire;curl up with;feed
638282,31093,skateboard,skateboard,jump on;carry on;clean up in;eat on;flip;ascend on;jump off;balloon from;arrest down;arrest as;arrest at;arrest at;yank out;ask for;throw up on;ask about;dive down without;slide down on;jump up with;crouch down on;flip;autograph on;bounce on;carry off;draw on;flip over
210511,469067,person,person,bother against;bounce around;crawl over;exercise with;sleep with;ascend against;apply as;apply at;attack as;adjust for;ask about;carry;cover up;walk over to;snuggle up with;crouch down by;call out to;call out to;curl up with;sleep with;shout at;whistle for;lick on;carry off;chew on;empty out into
1100951,497344,laptop,laptop,ask about;clean up around;turn off;type on;turn on;arrest in;arrange about;apprehend for;arrest down;attach from;fix;buy;ask for;yawn by;work from;sleep on;type on;turn off;turn on;read on;block from;browse with;check out without;communicate from;call with
329572,469067,cell phone,cell_phone,call about;ask about;adjust around;bet over;buy out;admire at;adjust about;adjust about;admire at;attach into;check;tune out;break;talk on;browse;break;cart off;wipe off;unlock;turn on;turn off;tap on;communicate with;slide out;open up;turn off
1484151,497344,bottle,bottle,pour out;clean;drink;fill up;wash out;autograph off;attack into;ask of;balloon out on;ask on;pick up;shake;fill;empty;clean;brush by;attach onto;caress behind;carry over;drink with;lick;throw out;flip over;flick off;fill up;give;wipe off;empty out;pick up;arrange around;carry in;chew on;clean up by;complain about;examine;retrieve;clean;pick up on;rinse out;wash out
